source,target,relation,confidence
黄少强,《无告者》,著有,1.0
黄少强,《风雪哀鸿图》,著有,1.0
黄少强,《哀弦》,著有,0.95
黄少强,《淞沪劫灰》,著有,0.95
黄少强,《抵抗之女》,著有,0.95
《岁寒图》,黄少强,著有,0.9
黄少强,赵少昂,同族,0.85
黄少强,岭南艺苑,创建修建,0.95
黄少强,止庐,关联人物,0.95
黄少强,莲花路,活动于,0.85
八国联军侵入北京,官窑镇,发生于,0.8
八国联军侵入北京,佛山,发生于,0.9
黄少强,南海师范,著有,0.9
黄少强,天风楼,活动于,0.85
黄少强,天风楼,创建修建,0.9
陈树人,天风楼,承载文化,0.85
黄少强,春睡画院,活动于,0.9
黄少强,丙寅年,活动于,0.9
黄少强,佛山精武会,创建修建,0.75
《抗战图》,黄少强,著有,0.9
《穷途自赏》,黄少强,著有,0.9
何漆园,西湖,活动于,0.9
叶少秉,西湖,活动于,0.9
黄少强,敦睦小学,创建修建,0.9
九·一八事变,西樵山,发生于,0.85
少强,西江,活动于,0.85
少强,肇庆,活动于,0.8
少强,南海师范,活动于,0.9
少强,陈凝丹,关联人物,0.9
黄少强,《飘零的舞叶》,著有,0.9
黄少强,赵少昂,关联人物,0.85
黄少强,民间画馆,创建修建,0.9
黄少强,止庐,同族,0.8
黄少强,止庐,著有,0.9
黄少强,陈凝丹,关联人物,0.85
黄少强,谭勇,关联人物,0.85
黄少强,长城,活动于,0.9
刘海粟,黄少强,关联人物,0.9
少强,《抵抗之女》,著有,0.95
芦沟桥,《饮马潇湘》,承载文化,0.8
黄少强,香港,创建修建,0.9
黄少强,《愁绪入秋多》,著有,0.9
黄少强,《年年草绿人归晚》,著有,0.9
高奇峰,黄少强,关联人物,0.85
高剑父,黄少强,关联人物,0.85
潘鹤,黄少强,关联人物,0.85
少强,佛山普君圩,活动于,0.9
少强,万文甫,关联人物,0.85
黄少强,小江村,活动于,0.85
高剑父,岭南画派,属于时期,0.85
黄少强,高奇峰,同族,0.8
黄少强,陈树人,同族,0.8
黄少强,齐白石,同类,0.7
黄少强,蔡元培,同族,0.65
黄少强,宋庆龄,同族,0.6
黄少强,何香凝,同族,0.6
黄少强,黄宾虹,同族,0.6
朱九江,九江镇,出生于,0.95
朱九江,九江镇,活动于,0.85
朱九江,朱次琦,同族,0.9
子襄,朱九江先生纪念堂,位于,0.8
康有为,子襄,关联人物,0.95
朱九江,九江镇,属于时期,0.9
道光二十七年,朱九江,活动于,0.85
朱九江,襄陵,活动于,0.9
朱九江,礼山,活动于,0.9
朱九江,襄陵,出生于,0.8
朱九江,碑文,记载于,0.95
朱九江,九江镇,同族,0.85
朱九江,道光十九年,属于时期,0.9
朱次琦,九江镇,出生于,0.95
嘉庆十二年,朱次琦,属于时期,0.95
南海县志,朱次琦,记载于,0.85
朱次琦,孝义县,活动于,0.9
朱次琦,襄陵县,活动于,0.9
先生,光绪七年,活动于,0.9
朱次琦,襄陵,活动于,0.9
良琛,朱次琦,同族,0.8
朱次琦,花县,同族,0.85
朱次琦,山西,活动于,0.95
关公,关氏,同族,0.85
朱次琦,邓伯道祠,创建修建,0.9
简朝亮,《朱九江先生集》,著有,1.0
《朱九江先生集》,朱九江,记载于,1.0
朱九江,《中国学术思想史论丛》,记载于,0.85
朱子,礼山,活动于,0.9
六经,礼山,记载于,0.85
朱子,六经,著有,0.85
康有为,丹灶,出生于,0.95
康有为,丹灶,活动于,0.85
康有为,简朝亮,同族,0.75
康有为,礼山,活动于,0.85
礼山,朱九江先生,承载文化,0.85
九江中学,朱九江,承载文化,0.9
九江中学,朱九江,活动于,0.85
九江中学,朱九江,同族,0.8
九江先生,朱先生,同类,0.85
潘新安,九江先生,关联人物,0.85
朱九江,《朱九江年谱》,记载于,0.9
朱九江,越华书院,活动于,0.9
朱九江,《朱九江年谱》,著有,0.85
朱九江,襄陵县,活动于,0.9
襄陵县,山西,属于时期,0.8
朱九江,邓伯道祠,活动于,0.85
朱九江,义仓,创建修建,0.85
朱九江,尊经阁,活动于,0.9
朱九江,礼山草堂,活动于,0.9
尊经阁,九江,位于,0.85
朱九江,同治皇帝,承载文化,0.8
朱九江,西樵山凤翼峰,活动于,0.9
朱九江,南海,出生于,0.8
朱九江,《朱九江先生集》,著有,0.9
《朱九江先生集》,西樵山凤翼峰,记载于,0.85
南海,西樵山凤翼峰,位于,0.8
司马迁,《史记》,著有,1.0
陈寿,《三国志》,著有,1.0
朱先生,《论语》,记载于,0.9
朱先生,《中庸》,承载文化,0.85
康有为,二万卷书楼,创建修建,0.85
朱次琦,学海堂,活动于,0.85
谢兰生,朱次琦,关联人物,0.95
黎简,朱次琦,同族,0.8
黎简,二樵,同族,0.95
黎简,乾隆,属于时期,0.95
谢兰生,嘉庆,属于时期,0.95
黎简,谢兰生,同族,0.85
朱九江,朱次琦,传承于,0.9
朱九江,谢兰生,传承于,0.95
朱杰勤,朱九江,同族,0.9
康有为,颜真卿,同类,0.85
康有为,欧阳询,同类,0.85
朱九江,礼山草堂,创建修建,0.8
康有为,梁耀枢,同族,0.8
康有为,黎简,同族,0.85
康有为,黎简,传承于,0.85
朱次琦,九江先生,关联人物,0.9
康有为,《康南海自编年谱（外二种）》,著有,1.0
康有为,朱九江,同族,0.85
《广艺舟双楫》,康有为,著有,0.9
洪秀全,朱次琦,同族,0.7
朱次琦,洪秀全,活动于,0.9
朱次琦,洪秀全,著有,0.85
朱次琦,简竹居,关联人物,0.9
朱次琦,花县,活动于,0.85
洪秀全,朱次琦,活动于,0.9
朱次琦,九江乡约公所,活动于,0.85
朱九江,清音桥,活动于,0.85
朱九江,朱九江先生纪念堂,创建修建,0.9
朱先生,襄陵县,活动于,0.9
朱先生,西山,活动于,0.85
碑文,襄陵县,记载于,0.9
河神庙,襄陵县,位于,0.85
康有为,朱九江,著有,0.9
康有为,彝仲,同族,0.85
朱次琦,礼山,活动于,0.9
孔子,宋学,承载文化,0.85
孔子,定公元年,活动于,0.9
孔子,六经,著有,0.85
朱子,六经,承载文化,0.85
顾亭林,阮文达,同类,0.85
孔子,诗经,著有,0.9
孔子,春秋,著有,0.9
左传,周礼,记载于,0.9
朱子,程子,关联人物,0.85
康有为,扫地北,关联人物,0.9
康有为,咸丰四年甲寅,活动于,0.85
朱九江,李文田,同族,0.85
朱九江,何藻翔,同族,0.85
朱九江,张维屏,同族,0.85
朱九江,谢里甫,同族,0.85
朱九江,黎二樵,同族,0.85
朱九江,陈献章,同族,0.85
朱九江,湛若水,同族,0.85
朱九江,邝露,同族,0.85
朱九江,黎遂球,同族,0.85
朱九江,陈恭尹,同族,0.85
朱九江,梁佩兰,同族,0.85
朱九江,张穆,同族,0.85
朱九江,冯敏昌,同族,0.85
阮元,学海堂,创建修建,0.9
阮元,《岭南遗书》,承载文化,0.8
阮元,《粤雅堂丛书》,承载文化,0.8
阮元,翁方纲,同族,0.75
阮元,吴荣光,关联人物,0.9
《程侍郎遗集》,学海堂,承载文化,0.85
谭莹,学海堂,活动于,0.9
陈兰甫,学海堂,活动于,0.9
陈兰甫,《东垫读书记》,著有,0.9
陈兰甫,《东垫集》,著有,0.9
朱次琦,南海县,出生于,0.85
朱次琦,朱成发,同族,0.9
朱九江,陈莲史,关联人物,0.8
朱次琦,《千字文》,著有,0.85
朱九江,万木草堂,关联人物,0.85
朱九江,《易》,著有,0.9
朱九江,《书》,著有,0.9
朱九江,《诗》,著有,0.9
朱九江,《礼》,著有,0.9
朱九江,《春秋》,著有,0.9
朱九江,《清史稿》,记载于,0.95
朱法卢,朱九江,关联人物,0.9
《书》,《春秋》,同类,1.0
《书》,《春秋》,同族,1.0
《史记》,《春秋》,同类,1.0
《史记》,《春秋》,同族,1.0
二十四史,《史记》,同类,0.9
二十四史,《汉书》,同类,0.9
二十四史,《后汉书》,同类,0.9
二十四史,《三国志》,同类,0.9
二十四史,《明史》,同类,0.85
《朱九江先生论史口说》,《史记》,记载于,0.9
《朱九江先生论史口说》,《汉书》,记载于,0.9
《朱九江先生论史口说》,《三国志》,记载于,0.9
朱九江,《朱九江先生论史口说》,著有,0.9
《汉书》,《朱九江先生论史口说》,记载于,0.85
《后汉书》,《朱九江先生论史口说》,记载于,0.85
《三国志》,《朱九江先生论史口说》,记载于,0.85
《史记》,《朱九江先生论史口说》,记载于,0.85
杜牧,《朱九江先生论史口说》,关联人物,0.8
朱九江,司马迁,同族,0.75
《史记》,朱九江,承载文化,0.85
司马迁,《史记》,属于时期,1.0
朱九江,家谱,关联人物,0.85
朱次琦,九通,著有,0.85
朱九江,《国朝名臣言行录》,著有,1.0
朱九江,《国朝逸民传》,著有,1.0
朱九江,《国朝大儒学案》,著有,1.0
朱九江,《晋乘》,著有,1.0
朱九江,《蒙古记》,著有,0.95
朱杰勤,朱九江,关联人物,0.95
康有为,黄木湾,活动于,0.85
康有为,南沙陈氏宾馆,活动于,0.85
康有为,正觉寺,活动于,0.9
先生,礼山,活动于,0.9
先生,朱氏家谱,著有,0.85
先生,霍氏,同族,0.75
詹天佑,清咸丰十一年,出生于,0.95
詹天佑,南海县,活动于,0.8
詹天佑,京张铁路,创建修建,0.95
南海学宫,南海市,属于时期,0.8
西樵山,南海市,位于,1.0
岭南,南海市,属于时期,0.8
詹天佑,美国耶鲁大学,著有,0.95
詹天佑,汉粤川铁路,创建修建,0.95
詹天佑,京张铁路,著有,0.85
詹天佑,居庸关,活动于,0.85
詹天佑,八达岭,活动于,0.85
康有为,南海文史资料,记载于,0.9
詹天佑,邹伯奇,同类,0.75
南海郡,番禺县,位于,0.9
番禺县,南海县,位于,0.85
南海县,西关,盛产,0.8
南海县,西樵山,属于时期,0.75
张镇孙,南海县,属于时期,0.95
陈子壮,南海县,属于时期,0.95
詹天佑,南海,出生于,0.95
詹天佑,南海,活动于,0.85
康有为,南海丹灶,出生于,0.85
康有为,南海丹灶,活动于,0.85
陈启沅,南海丹灶,活动于,0.85
康有为,南海丹灶,同族,0.8
詹天佑,青龙桥车站,创建修建,0.85
詹天佑,青龙桥车站,活动于,0.9
京张铁路,青龙桥车站,位于,0.85
詹天佑,京张铁路,活动于,0.85
詹天佑,唐胥铁路,关联人物,0.8
孙中山,南海,活动于,0.85
詹天佑,孙中山,同类,0.8
詹天佑,孙中山,同族,0.75
詹天佑,福州船政局,活动于,0.9
詹天佑,中国铁路公司,活动于,0.9
詹天佑,伍廷芳,关联人物,0.85
詹天佑,南海市,出生于,0.95
詹天佑,南海市,活动于,0.85
京张铁路,詹天佑,创建修建,0.95
京张铁路,南海市,盛产,0.7
詹天佑,青龙桥车站,承载文化,0.8
詹天佑,石围塘,活动于,0.8
詹天佑,佛山,活动于,0.8
詹天佑,香山,出生于,1.0
詹天佑,光绪三十二年,属于时期,0.9
詹天佑,唐胥铁路,活动于,0.85
邝孙谋,唐胥铁路,关联人物,0.85
邝孙谋,京张铁路,活动于,0.85
邝孙谋,粤路,活动于,0.85
詹天佑,邝孙谋,关联人物,0.9
詹天佑,保路运动,发生于,0.9
詹天佑,粤路公司,活动于,0.9
詹天佑,广三铁路,活动于,0.85
孙中山,粤汉铁路总公司,活动于,0.9
詹天佑,粤汉铁路,创建修建,0.8
詹天佑,汉粤川铁路,活动于,0.85
詹天佑,黄沙车站,活动于,0.8
詹天佑,西陵铁路,创建修建,0.9
詹天佑,广东南海县,出生于,0.95
詹天佑,广东南海县,属于时期,0.9
詹天佑,容闳,关联人物,0.85
詹天佑,中国铁路公司,著有,0.85
詹天佑,西陵路,创建修建,0.9
西陵路,慈禧,承载文化,0.9
西陵路,慈禧,活动于,0.85
詹天佑,平英团,同族,0.85
詹天佑,升平社学,同族,0.85
詹天佑,佛山团练局,同族,0.85
詹天佑,义和团运动,活动于,0.85
京张铁路,《京张铁路工程纪略》,著有,0.9
詹天佑,关沟段,创建修建,0.85
詹天佑,关沟段,关联人物,0.9
詹天佑,八达岭隧道,关联人物,0.85
关沟段,八达岭隧道,承载文化,0.9
关沟段,八达岭隧道,位于,0.85
八达岭隧道,关沟段,属于时期,0.8
詹天佑,粤汉铁路,活动于,0.85
詹天佑,粤汉铁路,著有,0.8
詹天佑,广东省南海县,出生于,0.95
詹天佑,青龙桥火车站,关联人物,0.95
詹天佑,广东省南海县,属于时期,0.85
詹天佑,辛亥革命,活动于,0.9
詹天佑,广东省广州府南海县,出生于,0.95
詹天佑,广东省广州府南海县,属于时期,0.95
詹天佑,清乾隆二十五年,传承于,0.85
詹天佑,嘉庆二十五年,传承于,0.85
詹天佑,光绪七年,活动于,0.95
詹天佑,光绪十年,活动于,0.95
詹天佑,光绪二十八至二十九年,活动于,0.95
詹天佑,光绪三十二年,活动于,0.8
詹天佑,光绪三十三年,活动于,0.85
詹天佑,光绪三十四年,活动于,0.8
詹天佑,辛亥革命,发生于,0.95
詹天佑,粤汉铁路总公司,活动于,0.9
詹天佑,中华民国,活动于,0.9
粤汉铁路总公司,中华民国,属于时期,0.85
詹天佑,《新编华英工学字汇》,著有,0.9
詹天佑,《京张铁路工程纪略》,著有,0.9
詹天佑,黄沙码头,活动于,0.9
区梦觉,松塘村,出生于,0.9
陈芦荻,民盟,关联人物,0.95
汤耀荣,广东南海,出生于,0.95
汤耀荣,广东南海,活动于,0.85
汤耀荣,广东南海,同族,0.8
汤耀荣,南侨机工,属于时期,0.9
南侨机工,广东南海,盛产,0.75
汤耀荣,陈嘉庚,活动于,0.85
汤耀荣,南侨机工,活动于,0.85
汤耀荣,南侨机工,传承于,0.9
李兆醒,平沙村,活动于,0.9
李兆醒,平沙村,出生于,0.9
平沙村,太平圩,位于,0.8
李江盛,平沙村,活动于,0.85
梁三妹,平沙村,活动于,0.8
李柱臣,平沙,活动于,0.9
李柱臣,平沙,属于时期,0.85
李兆醒,李柱臣,同族,0.85
邓挺,平沙,活动于,0.75
李文茂,佛山镇,活动于,0.85
李文茂,大成国,创建修建,0.9
李文茂,粤剧,传承于,0.8
李文茂,祖庙,承载文化,0.9
黄飞鸿,宝芝林药店,创建修建,0.85
黄飞鸿,南拳,传承于,0.9
黄飞鸿,铁线拳,承载文化,0.85
林世荣,黄飞鸿,关联人物,0.9
梁宽,黄飞鸿,关联人物,0.9
刘永福,宝芝林,关联人物,0.9
石锁,西樵山,位于,0.85
石墩,西樵山,位于,0.85
铁桥三,洪拳,承载文化,0.9
铁桥三,洪拳,著有,0.85
铁桥三,铁线拳,同类,0.9
铁桥三,西禅寺,活动于,0.9
净明和尚,西禅寺,活动于,0.9
净明和尚,西禅寺,承载文化,0.85
铁桥三,净明和尚,关联人物,0.8
铁桥三,西禅寺,同族,0.85
铁桥三,西禅寺,关联人物,0.9
大雄宝殿,尼姑庵,位于,1.0
铁桥三,净明和尚,同族,0.85
铁桥三,云深,关联人物,0.9
净明和尚,云深,关联人物,0.9
铁桥三,铁线拳法,承载文化,0.95
铁桥三,云深,同族,0.85
邹泰,黄麒英,同族,0.85
林世荣,广州东较场,活动于,0.95
林世荣,平洲,活动于,0.85
林世荣,光绪年间,属于时期,0.9
林世荣,乐善好施,关联人物,0.8
林世荣,孙中山,关联人物,0.85
林伯善,林世荣,同族,0.9
黄飞鸿,世荣,关联人物,0.85
黄飞鸿,世荣,传承于,0.9
黄飞鸿,武馆,创建修建,0.9
黄飞鸿,官窑,活动于,0.85
官窑,生菜会,盛产,0.9
林世荣,白衣观音庙,活动于,0.9
洪拳,林世荣,承载文化,0.9
广州东较场,林世荣,活动于,0.9
林世荣,乐善戏院,活动于,0.85
乐善戏院,西关,位于,0.8
世荣,孔家祠,活动于,0.9
林世荣,怀集,活动于,0.85
虎鹤双形拳,林世荣,承载文化,1.0
林世荣,怀集,属于时期,0.9
虎鹤双形拳,平洲,承载文化,0.8
林世荣,黄飞鸿,同族,0.8
任剑辉,《红楼梦》,著有,0.9
任剑辉,《洛神》,著有,0.9
任剑辉,《蝶影红梨记》,著有,0.9
任剑辉,《帝女花》,著有,0.9
任剑辉,《紫钗记》,著有,0.9
任剑辉,《再世红梅记》,著有,0.9
任剑辉,《李后主》,著有,0.9
姚大宁,族谱,记载于,0.9
南海县志,姚大宁,记载于,0.85
姚氏宗祠,姚大宁,同族,0.9
状元府,姚大宁,活动于,0.75
白虎树,状元府,位于,0.8
白虎树,姚大宁,承载文化,0.9
姚大宁,白虎树,关联人物,0.9
姚大宁,石牌坊,关联人物,0.85
姚大宁,石牌坊,活动于,0.75
状元府,跑马场,位于,0.85
状元坊,跑马场,位于,0.9
姚大宁,状元坊,创建修建,0.85
姚大宁,状元府,活动于,0.9
状元坊,状元府,位于,0.8
钟江洪,状元坊,活动于,0.9
钟江洪,姚大宁,关联人物,0.85
姚大宁,清代,属于时期,0.9
一尘庵主,永春拳,传承于,0.85
张五,永春拳,传承于,0.85
琼花会馆,永春拳,承载文化,0.85
琼花会馆,永春拳,活动于,0.85
永春拳,天地会,承载文化,0.9
黎叶,叶问,同族,0.85
梁赞,佛山,活动于,0.9
永春拳,佛山,盛产,0.85
梁赞,仁生堂中药店,关联人物,0.9
永春拳,永春武技,同类,0.8
梁赞,仁生堂中药店,创建修建,0.9
梁赞,仁生堂中药店,活动于,0.85
梁赞,永春拳,承载文化,0.8
仁生堂中药店,佛山,位于,0.9
张五师傅,嘉庆,属于时期,0.85
张五师傅,道光,属于时期,0.85
粤剧,永春拳,承载文化,0.9
黎叶,廷弼陆公祠,活动于,0.85
黎叶,陆氏大宗祠,活动于,0.8
廷弼陆公祠,金竹村,位于,0.9
陆氏大宗祠,金竹村,位于,0.9
陆氏大宗祠,金竹村,承载文化,0.9
永春拳,陆氏大宗祠,承载文化,0.95
木人桩,陆氏大宗祠,承载文化,0.95
陈开,佛山镇,活动于,0.9
广东天地会,天地会,承载文化,0.95
李文茂,黄华宝,同类,0.85
李文茂,梁二娣,同类,0.85
李文茂,陆锦,同类,0.85
李文茂,黎福孙,同类,0.85
洪秀全,花县,活动于,0.85
洪秀全,天地会,活动于,0.9
洪秀全,天地会,创建修建,0.85
天地会,三合会,关联人物,0.9
三合会,天地会,关联人物,0.9
永春拳,三合会,承载文化,0.9
三合会,天地会,同族,0.9
李文茂,天地会,关联人物,0.9
永春武技,三合会,承载文化,0.85
小练头,永春武技,同类,1.0
小念头,永春拳,承载文化,0.9
小练头,永春拳,承载文化,0.9
梁赞,永春拳,传承于,0.9
周华,孙中山,关联人物,0.8
陈春,孙中山,关联人物,0.8
黄花岗之役,孙中山,发生于,0.85
《南海县志》,桑园围,记载于,0.9
官窑,西樵,位于,0.9
和顺,西樵,位于,0.9
桑基鱼塘,九江,承载文化,0.85
桑基鱼塘,九江,盛产,0.85
九江,桑基鱼塘,承载文化,0.9
九江,九江乡志,记载于,1.0
杜凤书,孙中山,同族,0.8
杜凤书,黄兴,活动于,0.85
招富,招志清,同族,0.8
招富,招正,同族,0.8
招富,招日明,同族,0.8
招富,招翠兰,同族,0.8
霍永佳,范志远,关联人物,0.9
陆连会,范志远,关联人物,0.9
陆球,范志远,关联人物,0.9
陆爱,范志远,关联人物,0.9
陆连会,陆礼,关联人物,0.85
陆球,陆礼,关联人物,0.85
陆爱,陆礼,关联人物,0.85
陆连会,陆松,关联人物,0.85
陆球,陆松,关联人物,0.85
陆爱,陆松,关联人物,0.85
陆连会,霍万,关联人物,0.85
陆球,霍万,关联人物,0.85
陆爱,霍万,关联人物,0.85
